kew_id,family,genus,species,infraspecies,taxon_name,authors,rank,taxonomic_status,accepted_kew_id,accepted_name,accepted_authors,parent_kew_id,parent_name,parent_authors,reviewed,publication,original_name_id
77098516-1,Acanthaceae,Acanthopale,aethiogermanica,,Acanthopale aethiogermanica,Ensermu,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Kew Bull. 64: 58 (2009),
77153331-1,Acanthaceae,Acanthopale,breviceps,,Acanthopale breviceps,(Benoist) Callm. & Phillipson,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Candollea 70: 254 (2015),55581-1
44819-1,Acanthaceae,Acanthopale,confertiflora,,Acanthopale confertiflora,(Lindau) C.B.Clarke,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 64 (1899)",47950-1
77153332-1,Acanthaceae,Acanthopale,cuneifolia,,Acanthopale cuneifolia,(Benoist) Callm. & Phillipson,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Candollea 70: 254 (2015),55625-1
44821-1,Acanthaceae,Acanthopale,decempedalis,,Acanthopale decempedalis,C.B.Clarke,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 63 (1899)",
77153333-1,Acanthaceae,Acanthopale,humblotii,,Acanthopale humblotii,(Benoist) Callm. & Phillipson,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Candollea 70: 255 (2015),55736-1
44824-1,Acanthaceae,Acanthopale,laxiflora,,Acanthopale laxiflora,(Lindau) C.B.Clarke,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 63 (1899)",47952-1
77092225-1,Acanthaceae,Acanthopale,macrocarpa,,Acanthopale macrocarpa,Vollesen,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,"Fl. Trop. E. Africa, Acanth.(1): 218 (2008)",
44826-1,Acanthaceae,Acanthopale,madagascariensis,,Acanthopale madagascariensis,(Baker) C.B.Clarke ex Bremek.,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Bot. Jahrb. Syst. 73: 143 (1943),55801-1
77153334-1,Acanthaceae,Acanthopale,perrieri,,Acanthopale perrieri,(Benoist) Callm. & Phillipson,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Candollea 70: 255 (2015),55873-1
44828-1,Acanthaceae,Acanthopale,pubescens,,Acanthopale pubescens,(Lindau ex Engl.) C.B.Clarke,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 64 (1899)",47954-1
77153335-1,Acanthaceae,Acanthopale,ramiflora,,Acanthopale ramiflora,(Benoist) Callm. & Phillipson,SPECIES,Accepted,,,,340-1,Acanthopale,C.B.Clarke,In review,Candollea 70: 255 (2015),55906-1
77148244-1,Acanthaceae,Acanthopsis,adamanticola,,Acanthopsis adamanticola,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 219: 12 (2015),
44830-1,Acanthaceae,Acanthopsis,carduifolia,,Acanthopsis carduifolia,(L.f.) Schinz,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Verh. Bot. Vereins Prov. Brandenburg 31: 200 (1890),44848-1
44831-1,Acanthaceae,Acanthopsis,disperma,,Acanthopsis disperma,Harv. ex Nees,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,"A.P.de Candolle, Prodr. 11: 278 (1847)",
77148246-1,Acanthaceae,Acanthopsis,dispermoides,,Acanthopsis dispermoides,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 219: 23 (2015),
77152050-1,Acanthaceae,Acanthopsis,dregeana,,Acanthopsis dregeana,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 244: 155 (2016),
77152034-1,Acanthaceae,Acanthopsis,erosa,,Acanthopsis erosa,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 244: 155 (2016),
77177568-1,Acanthaceae,Acanthopsis,glabra,,Acanthopsis glabra,(Nees) H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 324: 104 (2017),44794-1
77177570-1,Acanthaceae,Acanthopsis,glandulopalmata,,Acanthopsis glandulopalmata,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 324: 113 (2017),
44832-1,Acanthaceae,Acanthopsis,glauca,,Acanthopsis glauca,(Nees) Schinz,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Verh. Bot. Vereins Prov. Brandenburg 31: 201 (1890),44795-1
44833-1,Acanthaceae,Acanthopsis,hoffmannseggiana,,Acanthopsis hoffmannseggiana,(Nees) C.B.Clarke,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,"W.H.Harvey & auct. suc. (eds.), Fl. Cap. 5(1): 35 (1912)",44802-1
44834-1,Acanthaceae,Acanthopsis,horrida,,Acanthopsis horrida,(Nees) Nees,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,"A.P.de Candolle, Prodr. 11: 278 (1847)",47770-1
77177572-1,Acanthaceae,Acanthopsis,insueta,,Acanthopsis insueta,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 324: 115 (2017),
77148243-1,Acanthaceae,Acanthopsis,ludoviciana,,Acanthopsis ludoviciana,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 219: 10 (2015),
77177569-1,Acanthaceae,Acanthopsis,nitida,,Acanthopsis nitida,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 324: 111 (2017),
44835-1,Acanthaceae,Acanthopsis,scullyi,,Acanthopsis scullyi,(S.Moore) Oberm.,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Ann. Transvaal Mus. 19: 138 (1937),46588-1
44837-1,Acanthaceae,Acanthopsis,spathularis,,Acanthopsis spathularis,(Nees) Schinz,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Verh. Bot. Vereins Prov. Brandenburg 31: 201 (1890),44810-1
77160507-1,Acanthaceae,Acanthopsis,tetragona,,Acanthopsis tetragona,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 295(3): 212 (2017),
77148242-1,Acanthaceae,Acanthopsis,tuba,,Acanthopsis tuba,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 219: 8 (2015),
77148245-1,Acanthaceae,Acanthopsis,villosa,,Acanthopsis villosa,H.M.Steyn,SPECIES,Accepted,,,,342-1,Acanthopsis,Harv.,In review,Phytotaxa 219: 14 (2015),
77135232-1,Acanthaceae,Acanthus,albus,,Acanthus albus,"Debnath, B.K.Singh & P.Giri",SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Indian J. Forest. 36: 411 (2013),
44841-1,Acanthaceae,Acanthus,arboreus,,Acanthus arboreus,Forssk.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Fl. Aegypt.-Arab.: 115 (1775),
77080276-1,Acanthaceae,Acanthus,austromontanus,,Acanthus austromontanus,Vollesen,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Kew Bull. 62: 236 (2007),
44846-1,Acanthaceae,Acanthus,carduaceus,,Acanthus carduaceus,Griff.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Itin. Pl. Khasyah Mts.: 144 (1848),
44849-1,Acanthaceae,Acanthus,caroli-alexandri,,Acanthus caroli-alexandri,Hausskn.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Gartenflora 35: 626 (1886),
44850-1,Acanthaceae,Acanthus,caudatus,,Acanthus caudatus,Lindau,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Bot. Jahrb. Syst. 20: 33 (1894),
44854-1,Acanthaceae,Acanthus,dioscoridis,,Acanthus dioscoridis,L.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Cent. Pl. II: 23 (1756),
44857-1,Acanthaceae,Acanthus,ebracteatus,,Acanthus ebracteatus,Vahl,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Symb. Bot. 2: 75 (1791),
44859-1,Acanthaceae,Acanthus,eminens,,Acanthus eminens,C.B.Clarke,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 107 (1899)",
44861-1,Acanthaceae,Acanthus,flexicaulis,,Acanthus flexicaulis,Bremek.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Proc. Kon. Ned. Akad. Wetensch. C 58: 304 (1955),
44863-1,Acanthaceae,Acanthus,gaed,,Acanthus gaed,Lindau,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Bot. Jahrb. Syst. 20: 33 (1894),
77075733-1,Acanthaceae,Acanthus,greuterianus,,Acanthus greuterianus,"Snogerup, B.Snogerup & Strid",SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Willdenowia 36: 324 (2006),
44868-1,Acanthaceae,Acanthus,guineensis,,Acanthus guineensis,Heine & P.Taylor,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Kew Bull. 16: 161 (1962),
44869-1,Acanthaceae,Acanthus,hirsutus,,Acanthus hirsutus,Boiss.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Diagn. Pl. Orient. 4: 86 (1844),
907838-1,Acanthaceae,Acanthus,hungaricus,,Acanthus hungaricus,(Borbás) Baen.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Exsicc. (Herb. Europ.) 1896: n.° 9138 (1896),
44873-1,Acanthaceae,Acanthus,ilicifolius,,Acanthus ilicifolius,L.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Sp. Pl.: 639 (1753),
77080278-1,Acanthaceae,Acanthus,kulalensis,,Acanthus kulalensis,Vollesen,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Kew Bull. 62: 239 (2007),
44880-1,Acanthaceae,Acanthus,latisepalus,,Acanthus latisepalus,C.B.Clarke,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"D.Oliver & auct. suc. (eds.), Fl. Trop. Afr. 5: 108 (1899)",
44881-1,Acanthaceae,Acanthus,leucostachyus,,Acanthus leucostachyus,Wall. ex Nees,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"N.Wallich, Pl. Asiat. Rar. 3: 98 (1832)",
44882-1,Acanthaceae,Acanthus,longibracteatus,,Acanthus longibracteatus,Kurz,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 39: 79 (1870)",
44890-1,Acanthaceae,Acanthus,mayaccanus,,Acanthus mayaccanus,Büttner,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Verh. Bot. Vereins Prov. Brandenburg 32: 37 (1890),
44892-1,Acanthaceae,Acanthus,mollis,,Acanthus mollis,L.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Sp. Pl.: 639 (1753),
44894-1,Acanthaceae,Acanthus,montanus,,Acanthus montanus,(Nees) T.Anderson,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"J. Proc. Linn. Soc., Bot. 7: 37 (1863)",46912-1
44903-1,Acanthaceae,Acanthus,polystachyus,,Acanthus polystachyus,Delile,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"F.Caillaud, Voy. Méroé 1: 2 (1826)",
44914-1,Acanthaceae,Acanthus,sennii,,Acanthus sennii,Chiov.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"Atti Reale Accad. Italia, Mem. Cl. Sci. Fis. 11: 50 (1940)",
44915-1,Acanthaceae,Acanthus,seretii,,Acanthus seretii,De Wild.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"Ann. Mus. Congo Belge, Bot., sér. 5, 3: 271 (1910)",
44920-1,Acanthaceae,Acanthus,spinosus,,Acanthus spinosus,L.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Sp. Pl.: 639 (1753),
44926-1,Acanthaceae,Acanthus,ueleensis,,Acanthus ueleensis,De Wild.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"Ann. Mus. Congo Belge, Bot., sér. 5, 3: 270 (1910)",
44930-1,Acanthaceae,Acanthus,villaeanus,,Acanthus villaeanus,De Wild.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,"Ann. Mus. Congo Belge, Bot., sér. 4, 1: 148 (1903)",
44931-1,Acanthaceae,Acanthus,volubilis,,Acanthus volubilis,Wall.,SPECIES,Accepted,,,,344-1,Acanthus,L.,In review,Pl. Asiat. Rar. 2: 56 (1831),
44936-1,Acanthaceae,Achyrocalyx,decaryi,,Achyrocalyx decaryi,Benoist,SPECIES,Accepted,,,,346-1,Achyrocalyx,Benoist,In review,Bull. Soc. Bot. France 76: 1037 (1929 publ. 1930),
44937-1,Acanthaceae,Achyrocalyx,gossypinus,,Achyrocalyx gossypinus,Benoist,SPECIES,Accepted,,,,346-1,Achyrocalyx,Benoist,In review,Notul. Syst. (Paris) 8: 154 (1939),
44938-1,Acanthaceae,Achyrocalyx,pungens,,Achyrocalyx pungens,Benoist,SPECIES,Accepted,,,,346-1,Achyrocalyx,Benoist,In review,Notul. Syst. (Paris) 12: 11 (1945),
44939-1,Acanthaceae,Achyrocalyx,vicinus,,Achyrocalyx vicinus,Benoist,SPECIES,Accepted,,,,346-1,Achyrocalyx,Benoist,In review,Notul. Syst. (Paris) 8: 153 (1939),
45156-1,Acanthaceae,Afrofittonia,silvestris,,Afrofittonia silvestris,Lindau,SPECIES,Accepted,,,,360-1,Afrofittonia,Lindau,In review,Bot. Jahrb. Syst. 49: 407 (1913),
45169-1,Acanthaceae,Ambongia,perrieri,,Ambongia perrieri,Benoist,SPECIES,Accepted,,,,366-1,Ambongia,Benoist,In review,Notul. Syst. (Paris) 8: 156 (1939),
12543-2,Acanthaceae,Ancistranthus,harpochiloides,,Ancistranthus harpochiloides,(Griseb.) Lindau,SPECIES,Accepted,,,,296598-2,Ancistranthus,Lindau,In review,"I.Urban, Symb. Antill. 2: 226 (1900)",47232-1
45202-1,Acanthaceae,Andrographis,affinis,,Andrographis affinis,Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"N.Wallich, Pl. Asiat. Rar. 3: 116 (1832)",
45203-1,Acanthaceae,Andrographis,alata,,Andrographis alata,(Vahl) Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"A.P.de Candolle, Prodr. 11: 516 (1847)",50250-1
45204-1,Acanthaceae,Andrographis,atropurpurea,,Andrographis atropurpurea,(Dennst.) Alston,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Taxon 26: 539 (1977),50327-1
45205-1,Acanthaceae,Andrographis,beddomei,,Andrographis beddomei,C.B.Clarke,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"J.D.Hooker, Fl. Brit. India 4: 506 (1884)",
60434247-2,Acanthaceae,Andrographis,chendurunii,,Andrographis chendurunii,"E.S.S.Kumar, A.E.S.Khan & S.G.Gopal",SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Nordic J. Bot. 22: 683 (2004),
45208-1,Acanthaceae,Andrographis,echioides,,Andrographis echioides,(L.) Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"N.Wallich, Pl. Asiat. Rar. 3: 117 (1832)",50665-1
45209-1,Acanthaceae,Andrographis,elongata,,Andrographis elongata,(Vahl) T.Anderson,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"J. Linn. Soc., Bot. 9: 502 (1867)",50676-1
45211-1,Acanthaceae,Andrographis,explicata,,Andrographis explicata,(C.B.Clarke) Gamble,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Fl. Madras: 1049 (1924),
45212-1,Acanthaceae,Andrographis,glandulosa,,Andrographis glandulosa,(Roth) Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"N.Wallich, Pl. Asiat. Rar. 3: 116 (1832)",50788-1
45214-1,Acanthaceae,Andrographis,gracilis,,Andrographis gracilis,Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"A.P.de Candolle, Prodr. 11: 516 (1847)",
45216-1,Acanthaceae,Andrographis,lawsonii,,Andrographis lawsonii,Gamble,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Bull. Misc. Inform. Kew 1923: 375 (1923),
45218-1,Acanthaceae,Andrographis,lineata,,Andrographis lineata,Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"N.Wallich, Pl. Asiat. Rar. 3: 116 (1832)",
45219-1,Acanthaceae,Andrographis,lobelioides,,Andrographis lobelioides,Wight,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Icon. Pl. Ind. Orient. 4: t. 1557 (1850),
990437-1,Acanthaceae,Andrographis,longipedunculata,,Andrographis longipedunculata,(Sreem.) L.H.Cramer ex Karthik. & Moorthy,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Fl. Pl. India 1: 3 (2009),52554-1
45220-1,Acanthaceae,Andrographis,macrobotrys,,Andrographis macrobotrys,Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"A.P.de Candolle, Prodr. 11: 516 (1847)",
77152016-1,Acanthaceae,Andrographis,megamalayana,,Andrographis megamalayana,"Gnanasek., Karupp. & G.V.S.Murthy",SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Phytotaxa 244: 89 (2016),
45222-1,Acanthaceae,Andrographis,neesiana,,Andrographis neesiana,Wight,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Icon. Pl. Ind. Orient. 4: t. 1561 (1850),
45226-1,Acanthaceae,Andrographis,paniculata,,Andrographis paniculata,(Burm.f.) Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"N.Wallich, Pl. Asiat. Rar. 3: 116 (1832)",51279-1
45227-1,Acanthaceae,Andrographis,producta,,Andrographis producta,(C.B.Clarke) Gamble,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Fl. Madras: 1049 (1924),
45229-1,Acanthaceae,Andrographis,rothii,,Andrographis rothii,C.B.Clarke,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"J.D.Hooker, Fl. Brit. India 4: 506 (1884)",
45230-1,Acanthaceae,Andrographis,rotundifolia,,Andrographis rotundifolia,(Sreem.) Sreem.,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,Phytologia 37: 416 (1977),60456576-2
60453387-2,Acanthaceae,Andrographis,serpyllifolia,,Andrographis serpyllifolia,(Rottler ex Vahl) Wight,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"Icon. Pl. Ind. Orient. 2(3): 1, t. 517 (1842)",51593-1
45231-1,Acanthaceae,Andrographis,stellulata,,Andrographis stellulata,C.B.Clarke,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"J.D.Hooker, Fl. Brit. India 4: 504 (1884)",
45232-1,Acanthaceae,Andrographis,stenophylla,,Andrographis stenophylla,C.B.Clarke,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"J.D.Hooker, Fl. Brit. India 4: 503 (1884)",
45233-1,Acanthaceae,Andrographis,subspathulata,,Andrographis subspathulata,C.B.Clarke,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"J.D.Hooker, Fl. Brit. India 4: 502 (1884)",
45238-1,Acanthaceae,Andrographis,viscosula,,Andrographis viscosula,Nees,SPECIES,Accepted,,,,375-1,Andrographis,Wall. ex Nees,In review,"N.Wallich, Pl. Asiat. Rar. 3: 116 (1832)",
45241-1,Acanthaceae,Angkalanthus,oligophylla,,Angkalanthus oligophylla,Balf.f.,SPECIES,Accepted,,,,376-1,Angkalanthus,Balf.f.,In review,Proc. Roy. Soc. Edinburgh 12: 89 (1883),
13929-2,Acanthaceae,Anisacanthus,andersonii,,Anisacanthus andersonii,T.F.Daniel,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Bull. Torrey Bot. Club 109: 148 (1982),
13930-2,Acanthaceae,Anisacanthus,brasiliensis,,Anisacanthus brasiliensis,Lindau,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Bull. Herb. Boissier 3: 371 (1895),
60478480-2,Acanthaceae,Anisacanthus,grace-woodiae,,Anisacanthus grace-woodiae,Hammel & McDade,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Aliso 36: 27 (2018 publ. 2019),
13937-2,Acanthaceae,Anisacanthus,linearis,,Anisacanthus linearis,(S.H.Hagen) Henrickson & E.J.Lott,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Brittonia 34: 175 (1982),13936-2
319375-2,Acanthaceae,Anisacanthus,nicaraguensis,,Anisacanthus nicaraguensis,Durkee,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Novon 9: 503 (1999),
13940-2,Acanthaceae,Anisacanthus,pohlii,,Anisacanthus pohlii,Lindau,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Bull. Herb. Boissier 5: 663 (1897),
909991-1,Acanthaceae,Anisacanthus,puberulus,,Anisacanthus puberulus,(Torr.) Henrickson & E.J.Lott,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Brittonia 34: 172 (1982),84037-2
45254-1,Acanthaceae,Anisacanthus,pumilus,,Anisacanthus pumilus,(F.Dietr.) Nees,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,"A.P.de Candolle, Prodr. 11: 445 (1847)",51421-1
13942-2,Acanthaceae,Anisacanthus,quadrifidus,,Anisacanthus quadrifidus,(Vahl) Nees,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Linnaea 16: 307 (1842),51441-1
13947-2,Acanthaceae,Anisacanthus,tetracaulis,,Anisacanthus tetracaulis,Leonard,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Ceiba 1: 108 (1950),
45260-1,Acanthaceae,Anisacanthus,thurberi,,Anisacanthus thurberi,(Torr.) A.Gray,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Syn. Fl. N. Amer. 2(1): 328 (1878),48004-1
13948-2,Acanthaceae,Anisacanthus,trilobus,,Anisacanthus trilobus,Lindau,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,Notizbl. Königl. Bot. Gart. Berlin 6: 196 (1914),
13949-2,Acanthaceae,Anisacanthus,tulensis,,Anisacanthus tulensis,Greenm.,SPECIES,Accepted,,,,377-1,Anisacanthus,Nees,In review,"Publ. Field Mus. Nat. Hist., Bot. Ser. 2: 343 (1912)",
45265-1,Acanthaceae,Anisosepalum,alboviolaceum,,Anisosepalum alboviolaceum,(Benoist) E.Hossain,SPECIES,Accepted,,,,378-1,Anisosepalum,E.Hossain,In review,Notes Roy. Bot. Gard. Edinburgh 31: 378 (1972),55186-1
45266-1,Acanthaceae,Anisosepalum,humbertii,,Anisosepalum humbertii,(Mildbr.) E.Hossain,SPECIES,Accepted,,,,378-1,Anisosepalum,E.Hossain,In review,Notes Roy. Bot. Gard. Edinburgh 31: 377 (1972),55256-1
45267-1,Acanthaceae,Anisosepalum,lewallei,,Anisosepalum lewallei,Bamps,SPECIES,Accepted,,,,378-1,Anisosepalum,E.Hossain,In review,Bull. Jard. Bot. Natl. Belg. 42: 301 (1972),
45268-1,Acanthaceae,Anisostachya,aequiloba,,Anisostachya aequiloba,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 424 (1965),
45269-1,Acanthaceae,Anisostachya,ambositrensis,,Anisostachya ambositrensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 114: 442 (1968),
45270-1,Acanthaceae,Anisostachya,amoena,,Anisostachya amoena,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 401 (1964),
45271-1,Acanthaceae,Anisostachya,andringitrensis,,Anisostachya andringitrensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 402 (1964),
45272-1,Acanthaceae,Anisostachya,apikyensis,,Anisostachya apikyensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 425 (1965),
45273-1,Acanthaceae,Anisostachya,arida,,Anisostachya arida,(Scott Elliot) Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 400 (1964),50309-1
45274-1,Acanthaceae,Anisostachya,armandii,,Anisostachya armandii,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 425 (1965),
45275-1,Acanthaceae,Anisostachya,atrorubra,,Anisostachya atrorubra,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 401 (1964),
45276-1,Acanthaceae,Anisostachya,australis,,Anisostachya australis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 537 (1966),
45278-1,Acanthaceae,Anisostachya,betsiliensis,,Anisostachya betsiliensis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 426 (1965),
45279-1,Acanthaceae,Anisostachya,betsimisaraka,,Anisostachya betsimisaraka,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 422 (1965),
45280-1,Acanthaceae,Anisostachya,bivalvis,,Anisostachya bivalvis,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 110: 400 (1964),
45281-1,Acanthaceae,Anisostachya,bojeri,,Anisostachya bojeri,Nees,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,"A.P.de Candolle, Prodr. 11: 368 (1847)",
45282-1,Acanthaceae,Anisostachya,bosseri,,Anisostachya bosseri,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 428 (1965),
45283-1,Acanthaceae,Anisostachya,brevibracteata,,Anisostachya brevibracteata,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 421 (1965),
45284-1,Acanthaceae,Anisostachya,breviloba,,Anisostachya breviloba,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 112: 535 (1966),
45285-1,Acanthaceae,Anisostachya,capuronii,,Anisostachya capuronii,Benoist,SPECIES,Accepted,,,,379-1,Anisostachya,Nees,In review,Bull. Soc. Bot. France 111: 424 (1965),
